distancia,reflexao
15.472333,47.005
15.477415,46.982
15.482496,47.006
15.487577,46.953
15.492658,46.935
15.49774,46.948
15.502821,47.001
15.507902,46.968
15.512983,46.965
15.518064,46.946
15.523146,46.913
15.528227,46.891
15.533308,46.984
15.538389,46.996
15.543471,46.93
15.548552,46.997
15.553633,46.969
15.558714,46.941
15.563795,46.938
15.568877,46.934
15.573958,46.936
15.579039,47.007
15.58412,47.006
15.589202,46.978
15.594283,46.908
15.599364,46.945
15.604445,46.956
15.609526,46.899
15.614608,46.892
15.619689,46.945
15.62477,46.92
15.629851,46.945
15.634933,47.008
15.640014,46.926
15.645095,46.925
15.650176,46.916
15.655258,46.927
15.660339,46.917
15.66542,46.862
15.670501,46.947
15.675582,46.931
15.680664,46.885
15.685745,46.95
15.690826,46.879
15.695907,46.893
15.700989,46.903
15.70607,46.871
15.711151,46.94
15.716232,46.917
15.721313,46.876
15.726395,46.937
15.731476,46.901
15.736557,46.903
15.741638,46.901
15.74672,46.788
15.751801,46.747
15.756882,46.883
15.761963,46.867
15.767044,46.909
15.772126,46.842
15.777207,46.913
15.782288,46.91
15.787369,46.913
15.792451,46.908
15.797532,46.845
15.802613,46.827
15.807694,46.855
15.812776,46.897
15.817857,46.883
15.822938,46.868
15.828019,46.921
15.8331,46.863
15.838182,46.861
15.843263,46.86
15.848344,46.939
15.853425,46.851
15.858507,46.787
15.863588,46.851
15.868669,46.852
15.87375,46.795
15.878831,46.865
15.883913,46.835
15.888994,46.842
15.894075,46.822
15.899156,46.853
15.904238,46.824
15.909319,46.856
15.9144,46.813
15.919481,46.812
15.924563,46.823
15.929644,46.809
15.934725,46.873
15.939806,46.88
15.944887,46.834
15.949969,46.764
15.95505,46.805
15.960131,46.788
15.965212,46.831
15.970294,46.825
15.975375,46.796
15.980456,46.869
15.985537,46.767
15.990618,46.781
15.9957,46.749
16.000781,46.831
16.005862,46.783
16.010943,46.794
16.016025,46.825
16.021106,46.846
16.026187,46.77
16.031268,46.749
16.036349,46.824
16.041431,46.813
16.046512,46.788
16.051593,46.756
16.056674,46.793
16.061756,46.737
16.066837,46.754
16.071918,46.773
16.076999,46.806
16.082081,46.805
16.087162,46.774
16.092243,46.73
16.097324,46.756
16.102405,46.788
16.107487,46.762
16.112568,46.802
16.117649,46.816
16.12273,46.694
16.127812,46.736
16.132893,46.749
16.137974,46.796
16.143055,46.777
16.148136,46.763
16.153218,46.682
16.158299,46.758
16.16338,46.785
16.168461,46.773
16.173543,46.793
16.178624,46.711
16.183705,46.699
16.188786,46.786
16.193867,46.728
16.198949,46.74
16.20403,46.714
16.209111,46.684
16.214192,46.706
16.219274,46.725
16.224355,46.754
16.229436,46.676
16.234517,46.731
16.239599,46.742
16.24468,46.767
16.249761,46.664
16.254842,46.704
16.259923,46.667
16.265005,46.687
16.270086,46.705
16.275167,46.692
16.280248,46.71
16.28533,46.73
16.290411,46.644
16.295492,46.761
16.300573,46.665
16.305654,46.682
16.310736,46.641
16.315817,46.674
16.320898,46.733
16.325979,46.665
16.331061,46.712
16.336142,46.59
16.341223,46.632
16.346304,46.692
16.351385,46.739
16.356467,46.755
16.361548,46.715
16.366629,46.752
16.37171,46.702
16.376792,46.631
16.381873,46.64
16.386954,46.683
16.392035,46.677
16.397117,46.687
16.402198,46.618
16.407279,46.675
16.41236,46.661
16.417441,46.614
16.422523,46.693
16.427604,46.7
16.432685,46.719
16.437766,46.631
16.442848,46.659
16.447929,46.669
16.45301,46.648
16.458091,46.734
16.463172,46.621
16.468254,46.674
16.473335,46.679
16.478416,46.607
16.483497,46.662
16.488579,46.655
16.49366,46.634
16.498741,46.579
16.503822,46.701
16.508903,46.648
16.513985,46.578
16.519066,46.596
16.524147,46.642
16.529228,46.553
16.53431,46.659
16.539391,46.646
16.544472,46.572
16.549553,46.642
16.554635,46.58
16.559716,46.596
16.564797,46.619
16.569878,46.586
16.574959,46.643
16.580041,46.528
16.585122,46.58
16.590203,46.506
16.595284,46.503
16.600366,46.571
16.605447,46.618
16.610528,46.582
16.615609,46.575
16.62069,46.654
16.625772,46.566
16.630853,46.526
16.635934,46.615
16.641015,46.543
16.646097,46.504
16.651178,46.639
16.656259,46.568
16.66134,46.595
16.666422,46.534
16.671503,46.573
16.676584,46.593
16.681665,46.558
16.686746,46.522
16.691828,46.594
16.696909,46.497
16.70199,46.527
16.707071,46.571
16.712153,46.611
16.717234,46.566
16.722315,46.569
16.727396,46.54
16.732477,46.446
16.737559,46.503
16.74264,46.574
16.747721,46.567
16.752802,46.579
16.757884,46.515
16.762965,46.482
16.768046,46.497
16.773127,46.554
16.778208,46.57
16.78329,46.519
16.788371,46.515
16.793452,46.553
16.798533,46.519
16.803615,46.583
16.808696,46.533
16.813777,46.501
16.818858,46.557
16.82394,46.535
16.829021,46.523
16.834102,46.523
16.839183,46.526
16.844264,46.465
16.849346,46.555
16.854427,46.518
16.859508,46.498
16.864589,46.528
16.869671,46.474
16.874752,46.498
16.879833,46.532
16.884914,46.519
16.889995,46.54
16.895077,46.451
16.900158,46.566
16.905239,46.501
16.91032,46.46
16.915402,46.468
16.920483,46.512
16.925564,46.498
16.930645,46.482
16.935726,46.521
16.940808,46.445
16.945889,46.411
16.95097,46.488
16.956051,46.453
16.961133,46.437
16.966214,46.482
16.971295,46.504
16.976376,46.466
16.981458,46.495
16.986539,46.47
16.99162,46.439
16.996701,46.44
17.001782,46.442
17.006864,46.439
17.011945,46.458
17.017026,46.525
17.022107,46.446
17.027189,46.419
17.03227,46.37
17.037351,46.448
17.042432,46.552
17.047513,46.483
17.052595,46.444
17.057676,46.442
17.062757,46.472
17.067838,46.423
17.07292,46.427
17.078001,50.271
17.083082,52.234
17.088163,52.33
17.093244,52.247
17.098326,52.171
17.103407,52.078
17.108488,52.016
17.113569,52.015
17.118651,52.014
17.123732,52.058
17.128813,52.078
17.133894,52.083
17.138976,52.063
17.144057,52.032
17.149138,52.011
17.154219,51.986
17.1593,51.957
17.164382,51.92
17.169463,51.898
17.174544,51.877
17.179625,51.133
17.184707,48.044
17.189788,44.923
17.194869,42.348
17.19995,39.914
17.205031,40.512
17.210113,37.854
17.215194,38.331
17.220275,38.787
17.225356,38.513
17.230438,38.748
17.235519,40.311
17.2406,37.32
17.245681,10.319
17.250763,37.753
17.255844,40.266
17.260925,12.586
17.266006,37.581
17.271087,9.619
17.276169,10.796
17.28125,23.611
17.286331,10.914
17.291412,37.894
17.296494,12.586
17.301575,10.914
17.306656,36.644
17.311737,36.842
17.316818,36.712
17.3219,38.774
17.326981,36.644
17.332062,37.559
17.337143,9.47
17.342225,9.388
17.347306,40.166
17.352387,36.185
17.357468,37.37
17.362549,38.234
17.367631,36.465
17.372712,36.269
17.377793,33.528
17.382874,37.753
17.387956,39.279
17.393037,33.8
17.398118,35.961
17.403199,34.804
17.408281,19.576
17.413362,38.513
17.418443,38.439
17.423524,10.007
17.428605,38.315
17.433687,37.051
17.438768,34.883
17.443849,37.19
17.44893,35.033
17.454012,37.536
17.459093,35.368
17.464174,37.626
17.469255,7.776
17.474336,38.007
17.479418,38.708
17.484499,38.912
17.48958,9.47
17.494661,9.903
17.499743,9.162
17.504824,10.914
17.509905,7.944
17.514986,36.81
17.520067,37.951
17.525149,38.424
17.53023,37.97
17.535311,32.163
17.540392,33.043
17.545474,39.689
17.550555,38.061
17.555636,10.06
17.560717,9.853
17.565799,37.753
17.57088,38.995
17.575961,12.675
17.581042,11.31
17.586123,12.586
17.591205,12.675
17.596286,37.051
17.601367,38.007
17.606448,10.649
17.61153,36.227
17.616611,9.162
17.621692,39.196
17.626773,11.62
17.631854,27.647
17.636936,9.144
17.642017,10.413
17.647098,35.865
17.652179,7.543
17.657261,8.624
17.662342,31.873
17.667423,9.533
17.672504,7.711
17.677585,39.174
17.682667,32.419
17.687748,38.283
17.692829,7.595
17.69791,38.735
17.702992,37.466
17.708073,9.253
17.713154,8.94
17.718235,37.604
17.723317,39.018
17.728398,38.166
17.733479,11.038
17.73856,9.349
17.743641,36.994
17.748723,34.456
17.753804,11.512
17.758885,36.904
17.763966,38.378
17.769048,9.329
17.774129,11.735
17.77921,8.784
17.784291,36.745
17.789372,15.685
17.794454,9.429
17.799535,9.853
17.804616,36.388
17.809697,36.574
17.814779,38.875
17.81986,37.419
17.824941,9.369
17.830022,33.668
17.835104,10.007
17.840185,10.874
17.845266,8.784
17.850347,9.449
17.855428,36.538
17.86051,37.581
17.865591,37.581
17.870672,9.329
17.875753,32.419
17.880835,35.961
17.885916,13.695
17.890997,8.989
17.896078,12.419
17.901159,38.774
17.906241,31.873
17.911322,36.227
17.916403,11.081
17.921484,38.735
17.926566,37.874
17.931647,39.788
17.936728,10.007
17.941809,9.126
17.94689,39.465
17.951972,38.097
17.957053,38.149
17.962134,11.408
17.967215,9.804
17.972297,37.443
17.977378,39.772
17.982459,37.536
17.98754,37.345
17.992622,38.362
17.997703,7.693
18.002784,13.695
18.007865,9.091
18.012946,8.216
18.018028,34.637
18.023109,9.804
18.02819,36.054
18.033271,7.72
18.038353,10.685
18.043434,10.445
18.048515,8.475
18.053596,11.918
18.058677,9.533
18.063759,38.025
18.06884,8.336
18.073921,36.904
18.079002,9.804
18.084084,10.758
18.089165,38.097
18.094246,33.668
18.099327,34.959
18.104408,13.07
18.10949,37.581
18.114571,8.449
18.119652,35.865
18.124733,10.143
18.129815,10.796
18.134896,37.669
18.139977,36.745
18.145058,38.115
18.15014,9.554
18.155221,32.647
18.160302,10.413
18.165383,13.423
18.170464,10.06
18.175546,36.309
18.180627,12.964
18.185708,37.023
18.190789,13.845
18.195871,11.459
18.200952,12.119
18.206033,30.033
18.211114,8.754
18.216195,11.735
18.221277,10.996
18.226358,37.216
18.231439,8.94
18.23652,9.619
18.241602,9.687
18.246683,36.574
18.251764,35.305
18.256845,37.913
18.261926,23.611
18.267008,14.804
18.272089,14.804
18.27717,34.722
18.282251,23.611
18.287333,8.263
18.292414,35.368
18.297495,10.579
18.302576,15.685
18.307658,39.33
18.312739,7.176
18.31782,37.559
18.322901,39.379
18.327982,38.96
18.333064,10.172
18.338145,18.07
18.343226,11.408
18.348307,11.565
18.353389,11.565
18.35847,11.983
18.363551,9.853
18.368632,11.408
18.373713,10.796
18.378795,39.098
18.383876,8.695
18.388957,8.148
18.394038,7.964
18.39912,12.119
18.404201,34.153
18.409282,35.764
18.414363,34.883
18.419445,9.853
18.424526,13.695
18.429607,8.876
18.434688,35.033
18.439769,11.31
18.444851,39.075
18.449932,39.982
18.455013,40.011
18.460094,11.169
18.465176,8.799
18.470257,33.528
18.475338,38.166
18.480419,37.536
18.4855,37.08
18.490582,12.19
18.495663,35.104
18.500744,38.378
18.505825,10.033
18.510907,9.126
18.515988,38.097
18.521069,37.443
18.52615,37.581
18.531231,38.887
18.536313,12.501
18.541394,35.913
18.546475,37.581
18.551556,39.206
18.556638,9.511
18.561719,10.35
18.5668,8.148
18.571881,8.924
18.576963,36.054
18.582044,7.443
18.587125,9.31
18.592206,8.71
18.597287,9.349
18.602369,11.918
18.60745,31.538
18.612531,10.115
18.617612,34.959
18.622694,40.441
18.627775,32.854
18.632856,13.07
18.637937,15.06
18.643018,9.597
18.6481,8.159
18.653181,14.804
18.658262,33.8
18.663343,8.103
18.668425,9.235
18.673506,11.358
18.678587,35.913
18.683668,38.825
18.688749,9.126
18.693831,13.182
18.698912,38.887
18.703993,38.315
18.709074,9.597
18.714156,10.721
18.719237,10.06
18.724318,37.835
18.729399,39.33
18.734481,38.347
18.739562,38.378
18.744643,11.512
18.749724,34.883
18.754805,33.924
18.759887,35.961
18.764968,11.038
18.770049,36.054
18.77513,34.456
18.780212,34.041
18.785293,34.959
18.790374,35.24
18.795455,36.098
18.800536,9.928
18.805618,31.873
18.810699,9.272
18.81578,37.394
18.820861,8.638
18.825943,36.994
18.831024,7.586
18.836105,8.336
18.841186,36.349
18.846267,18.07
18.851349,9.369
18.85643,39.33
18.861511,9.272
18.866592,9.091
18.871674,10.835
18.876755,9.853
18.881836,37.269
18.886917,10.685
18.891999,8.436
18.89708,9.928
18.902161,34.804
18.907242,38.641
18.912323,36.142
18.917405,10.172
18.922486,7.657
18.927567,10.06
18.932648,35.488
18.93773,35.815
18.942811,8.769
18.947892,12.419
18.952973,12.964
18.958054,10.914
18.963136,33.668
18.968217,32.163
18.973298,11.31
18.978379,11.215
18.983461,13.299
18.988542,9.554
18.993623,31.142
18.998704,10.259
19.003785,14.576
19.008867,11.169
19.013948,9.272
19.019029,11.735
19.02411,10.579
19.029192,38.863
19.034273,36.008
19.039354,8.94
19.044435,9.829
19.049517,38.378
19.054598,33.8
19.059679,30.033
19.06476,7.863
19.069841,37.243
19.074923,38.812
19.080004,10.796
19.085085,35.961
19.090166,34.456
19.095248,8.892
19.100329,10.413
19.10541,9.533
19.110491,39.399
19.115572,14.18
19.120654,34.153
19.125735,8.908
19.130816,37.97
19.135897,39.03
19.140979,35.24
19.14606,37.513
19.151141,10.685
19.156222,18.07
19.161304,15.685
19.166385,32.647
19.171466,8.876
19.176547,10.954
19.181628,36.502
19.18671,9.98
19.191791,12.419
19.196872,37.951
19.201953,38.599
19.207035,12.119
19.212116,37.604
19.217197,34.959
19.222278,12.119
19.227359,37.774
19.232441,38.668
19.237522,10.319
19.242603,9.235
19.247684,31.873
19.252766,35.429
19.257847,38.924
19.262928,36.054
19.268009,36.81
19.27309,39.812
19.278172,37.604
19.283253,34.548
19.288334,9.78
19.293415,38.217
19.298497,37.988
19.303578,37.216
19.308659,37.08
19.31374,38.079
19.318822,10.033
19.323903,29.153
19.328984,13.182
19.334065,13.555
19.339146,16.081
19.344228,14.576
19.349309,35.104
19.35439,39.628
19.359471,11.677
19.364553,12.964
19.369634,38.513
19.374715,23.611
19.379796,11.038
19.384877,8.695
19.389959,9.216
19.39504,12.34
19.400121,38.599
19.405202,36.678
19.410284,16.081
19.415365,10.835
19.420446,8.114
19.425527,36.185
19.430608,11.169
19.43569,38.484
19.440771,33.217
19.445852,39.098
19.450933,11.918
19.456015,38.149
19.461096,38.613
19.466177,10.143
19.471258,7.758
19.47634,35.033
19.481421,9.449
19.486502,8.799
19.491583,10.758
19.496664,32.419
19.501746,36.502
19.506827,38.315
19.511908,11.31
19.516989,33.8
19.522071,14.369
19.527152,34.722
19.532233,36.538
19.537314,12.264
19.542395,39.447
19.547477,14.369
19.552558,38.641
19.557639,8.892
19.56272,35.104
19.567802,8.348
19.572883,9.429
19.577964,39.206
19.583045,34.153
19.588126,9.162
19.593208,33.668
19.598289,34.722
19.60337,35.961
19.608451,12.419
19.613533,9.162
19.618614,10.835
19.623695,37.913
19.628776,13.695
19.633858,36.644
19.638939,10.478
19.64402,10.259
19.649101,34.722
19.654182,9.878
19.659264,8.989
19.664345,12.863
19.669426,37.854
19.674507,36.778
19.679589,39.493
19.68467,38.983
19.689751,34.456
19.694832,15.06
19.699913,35.24
19.704995,8.892
19.710076,35.546
19.715157,36.465
19.720238,12.586
19.72532,8.541
19.730401,10.545
19.735482,19.576
19.740563,10.758
19.745645,7.996
19.750726,12.19
19.755807,35.764
19.760888,7.702
19.765969,35.815
19.771051,10.874
19.776132,11.62
19.781213,10.259
19.786294,8.159
19.791376,39.217
19.796457,9.023
19.801538,38.513
19.806619,30.033
19.8117,12.264
19.816782,10.115
19.821863,33.378
19.826944,34.36
19.832025,34.804
19.837107,10.614
19.842188,8.94
19.847269,9.878
19.85235,8.908
19.857431,8.681
19.862513,12.264
19.867594,38.183
19.872675,11.459
19.877756,34.259
19.882838,37.163
19.887919,12.586
19.893,16.081
19.898081,10.614
19.903163,7.964
19.908244,37.794
19.913325,39.12
19.918406,9.903
19.923487,10.614
19.928569,37.69
19.93365,10.874
19.938731,39.62
19.943812,36.842
19.948894,10.614
19.953975,38.299
19.959056,12.264
19.964137,8.956
19.969218,8.114
19.9743,9.198
19.979381,39.558
19.984462,38.283
19.989543,11.081
19.994625,8.739
19.999706,36.388
20.004787,35.546
20.009868,11.62
20.014949,8.754
20.020031,8.336
20.025112,7.854
20.030193,10.545
20.035274,13.423
20.040356,37.345
20.045437,38.097
20.050518,9.272
20.055599,39.185
20.060681,37.647
20.065762,37.163
20.070843,13.182
20.075924,10.614
20.081005,13.695
20.086087,37.794
20.091168,9.235
20.096249,37.753
20.10133,36.269
20.106412,34.36
20.111493,11.565
20.116574,36.994
20.121655,37.854
20.126736,14.576
20.131818,37.023
20.136899,38.331
20.14198,36.502
20.147061,34.637
20.152143,39.428
20.157224,11.983
20.162305,12.675
20.167386,11.565
20.172467,39.53
20.177549,14.576
20.18263,36.934
20.187711,8.924
20.192792,34.041
20.197874,11.125
20.202955,9.126
20.208036,12.863
20.213117,19.576
20.218199,36.538
20.22328,12.05
20.228361,9.533
20.233442,7.748
20.238523,37.216
20.243605,9.829
20.248686,37.419
20.253767,38.875
20.258848,11.855
20.26393,36.609
20.269011,36.712
20.274092,38.812
20.279173,37.932
20.284254,9.006
20.289336,37.604
20.294417,35.033
20.299498,34.637
20.304579,8.373
20.309661,38.668
20.314742,10.381
20.319823,7.73
20.324904,9.023
20.329986,10.996
20.335067,34.153
20.340148,11.081
20.345229,11.081
20.35031,38.007
20.355392,9.198
20.360473,36.142
20.365554,34.041
20.370635,30.658
20.375717,35.764
20.380798,9.642
20.385879,8.436
20.39096,18.07
20.396041,34.804
20.401123,9.903
20.406204,8.385
20.411285,12.34
20.416366,39.418
20.421448,11.512
20.426529,9.429
20.43161,10.06
20.436691,35.711
20.441772,39.637
20.446854,35.173
20.451935,15.685
20.457016,10.835
20.462097,12.119
20.467179,34.804
20.47226,39.944
20.477341,37.559
20.482422,10.579
20.487504,13.182
20.492585,38.097
20.497666,9.853
20.502747,35.305
20.507828,38.912
20.51291,35.603
20.517991,37.951
20.523072,15.685
20.528153,13.299
20.533235,37.604
20.538316,33.924
20.543397,10.545
20.548478,9.272
20.553559,37.988
20.558641,6.905
20.563722,12.863
20.568803,38.641
20.573884,38.362
20.578966,9.388
20.584047,31.142
20.589128,37.08
20.594209,35.865
20.59929,9.619
20.604372,8.216
20.609453,7.954
20.614534,12.119
20.619615,9.429
20.624697,12.264
20.629778,9.664
20.634859,9.804
20.63994,33.528
20.645022,33.043
20.650103,35.658
20.655184,36.609
20.660265,33.924
20.665346,38.315
20.670428,8.784
20.675509,39.041
20.68059,38.627
20.685671,37.951
20.690753,11.038
20.695834,12.767
20.700915,39.142
20.705996,11.735
20.711077,37.216
20.716159,9.597
20.72124,10.649
20.726321,8.769
20.731402,37.295
20.736484,38.283
20.741565,38.613
20.746646,37.466
20.751727,10.478
20.756808,7.551
20.76189,10.259
20.766971,39.722
20.772052,39.086
20.777133,35.173
20.782215,37.37
20.787296,10.319
20.792377,35.865
20.797458,37.295
20.80254,8.17
20.807621,37.559
20.812702,11.408
20.817783,37.051
20.822864,9.291
20.827946,35.546
20.833027,10.914
20.838108,8.092
20.843189,11.081
20.848271,8.07
20.853352,9.006
20.858433,37.243
20.863514,14.804
20.868595,8.666
20.873677,11.038
20.878758,8.336
20.883839,8.582
20.88892,11.262
20.894002,11.735
20.899083,10.545
20.904164,8.754
20.909245,38.557
20.914327,16.565
20.919408,9.449
20.924489,37.733
20.92957,36.644
20.934651,12.863
20.939733,13.299
20.944814,9.533
20.949895,18.07
20.954976,8.784
20.960058,13.182
20.965139,34.637
20.97022,36.644
20.975301,16.565
20.980382,9.78
20.985464,12.863
20.990545,39.289
20.995626,13.695
21.000707,10.007
21.005789,11.358
21.01087,37.08
21.015951,9.349
21.021032,36.842
21.026113,8.541
21.031195,9.253
21.036276,11.855
21.041357,8.501
21.046438,9.554
21.05152,38.528
21.056601,37.932
21.061682,38.499
21.066763,10.914
21.071845,10.087
21.076926,10.914
21.082007,10.649
21.087088,38.627
21.092169,31.873
21.097251,10.413
21.102332,10.381
21.107413,39.32
21.112494,9.78
21.117576,38.079
21.122657,38.115
21.127738,10.172
21.132819,12.767
21.1379,11.125
21.142982,35.305
21.148063,38.936
21.153144,10.685
21.158225,11.262
21.163307,36.712
21.168388,38.557
21.173469,12.964
21.17855,35.603
21.183631,39.82
21.188713,38.007
21.193794,9.687
21.198875,9.619
21.203956,37.051
21.209038,37.051
21.214119,7.294
21.2192,9.687
21.224281,32.647
21.229363,11.125
21.234444,8.973
21.239525,12.964
21.244606,34.804
21.249687,9.449
21.254769,37.854
21.25985,37.269
21.264931,7.795
21.270012,9.162
21.275094,33.043
21.280175,7.883
21.285256,8.829
21.290337,33.8
21.295418,9.687
21.3005,14.804
21.305581,34.259
21.310662,37.712
21.315743,39.465
21.320825,7.805
21.325906,9.235
21.330987,10.478
21.336068,8.17
21.341149,36.712
21.346231,8.017
21.351312,13.07
21.356393,7.73
21.361474,39.206
21.366556,13.423
21.371637,11.677
21.376718,34.959
21.381799,9.449
21.386881,9.074
21.391962,8.61
21.397043,31.873
21.402124,23.611
21.407205,8.423
21.412287,34.883
21.417368,10.033
21.422449,35.104
21.42753,34.041
21.432612,39.248
21.437693,13.845
21.442774,9.49
21.447855,9.954
21.452936,12.119
21.458018,8.436
21.463099,39.31
21.46818,10.033
21.473261,33.924
21.478343,10.087
21.483424,35.913
21.488505,37.19
21.493586,7.427
21.498667,10.259
21.503749,10.954
21.50883,38.761
21.513911,38.983
21.518992,37.37
21.524074,36.842
21.529155,9.829
21.534236,34.456
21.539317,9.576
21.544399,7.964
21.54948,37.466
21.554561,36.054
21.559642,38.25
21.564723,11.677
21.569805,23.611
21.574886,37.08
21.579967,13.182
21.585048,11.262
21.59013,8.829
21.595211,37.49
21.600292,9.71
21.605373,10.413
21.610454,36.227
21.615536,9.511
21.620617,10.796
21.625698,11.081
21.630779,11.677
21.635861,36.778
21.640942,13.07
21.646023,10.758
21.651104,9.511
21.656186,10.143
21.661267,37.345
21.666348,36.678
21.671429,34.722
21.67651,12.119
21.681592,37.647
21.686673,32.647
21.691754,10.874
21.696835,9.49
21.701917,17.19
21.706998,10.143
21.712079,38.166
21.71716,38.378
21.722241,9.091
21.727323,10.033
21.732404,38.25
21.737485,37.345
21.742566,11.983
21.747648,9.216
21.752729,37.37
21.75781,9.98
21.762891,9.329
21.767972,36.678
21.773054,32.419
21.778135,38.439
21.783216,8.228
21.788297,10.06
21.793379,9.198
21.79846,7.476
21.803541,33.217
21.808622,9.126
21.813704,35.658
21.818785,35.815
21.823866,18.07
21.828947,37.49
21.834028,37.37
21.83911,35.865
21.844191,38.25
21.849272,11.169
21.854353,30.033
21.859435,37.345
21.864516,11.262
21.869597,36.994
21.874678,39.238
21.879759,37.49
21.884841,8.125
21.889922,8.027
21.895003,13.299
21.900084,8.814
21.905166,11.459
21.910247,35.24
21.915328,8.799
21.920409,37.163
21.92549,30.658
21.930572,38.812
21.935653,8.336
21.940734,8.754
21.945815,12.964
21.950897,15.35
21.955978,12.767
21.961059,9.853
21.96614,12.964
21.971222,36.227
21.976303,8.876
21.981384,10.289
21.986465,35.711
21.991546,13.845
21.996628,10.445
22.001709,37.269
22.00679,38.217
22.011871,29.153
22.016953,37.854
22.022034,11.565
22.027115,39.539
22.032196,38.183
22.037277,38.132
22.042359,38.234
22.04744,37.894
22.052521,32.647
22.057602,8.205
22.062684,38.613
22.067765,9.253
22.072846,33.924
22.077927,12.19
22.083008,11.677
22.08809,14.18
22.093171,8.695
22.098252,36.994
22.103333,8.61
22.108415,34.959
22.113496,9.162
22.118577,8.475
22.123658,35.368
22.12874,35.815
22.133821,38.132
22.138902,37.854
22.143983,38.722
22.149064,11.459
22.154146,11.62
22.159227,27.647
22.164308,37.08
22.169389,38.166
22.174471,11.62
22.179552,11.262
22.184633,33.668
22.189714,33.924
22.194795,36.098
22.199877,38.513
22.204958,36.142
22.210039,37.69
22.21512,39.68
22.220202,7.427
22.225283,8.449
22.230364,10.478
22.235445,34.041
22.240527,9.369
22.245608,11.735
22.250689,38.454
22.25577,34.456
22.260851,12.586
22.265933,38.132
22.271014,23.611
22.276095,32.163
22.281176,7.824
22.286258,35.429
22.291339,33.043
22.29642,35.815
22.301501,36.054
22.306582,38.007
22.311664,12.586
22.316745,34.883
22.321826,38.097
22.326907,37.466
22.331989,7.985
22.33707,37.854
22.342151,13.555
22.347232,35.711
22.352313,37.794
22.357395,8.501
22.362476,37.136
22.367557,14.18
22.372638,10.2
22.37772,9.408
22.382801,37.108
22.387882,37.443
22.392963,39.075
22.398045,12.767
22.403126,36.502
22.408207,35.658
22.413288,37.051
22.418369,37.443
22.423451,38.149
22.428532,35.711
22.433613,37.774
22.438694,32.647
22.443776,8.638
22.448857,12.863
22.453938,39.174
22.459019,11.983
22.4641,12.501
22.469182,10.511
22.474263,36.873
22.479344,33.378
22.484425,35.711
22.489507,36.964
22.494588,33.043
22.499669,10.033
22.50475,34.959
22.509831,35.658
22.514913,11.983
22.519994,16.565
22.525075,37.559
22.530156,12.675
22.535238,9.804
22.540319,9.511
22.5454,11.215
22.550481,38.627
22.555563,9.78
22.560644,9.533
22.565725,10.796
22.570806,8.027
22.575887,36.008
22.580969,16.081
22.58605,39.663
22.591131,13.845
22.596212,38.283
22.601294,36.904
22.606375,10.289
22.611456,9.198
22.616537,37.163
22.621618,11.358
22.6267,9.597
22.631781,10.35
22.636862,40.2
22.641943,8.681
22.647025,7.534
22.652106,10.033
22.657187,9.126
22.662268,39.269
22.667349,14.576
22.672431,8.125
22.677512,11.31
22.682593,9.554
22.687674,9.04
22.692756,37.874
22.697837,8.908
22.702918,37.08
22.707999,10.445
22.713081,8.251
22.718162,35.961
22.723243,39.982
22.728324,34.959
22.733405,9.272
22.738487,39.259
22.743568,9.829
22.748649,11.169
22.75373,39.697
22.758812,38.528
22.763893,39.238
22.768974,11.31
22.774055,39.007
22.779136,11.735
22.784218,10.413
22.789299,11.262
22.79438,12.675
22.799461,37.443
22.804543,39.238
22.809624,10.289
22.814705,10.381
22.819786,10.229
22.824868,32.419
22.829949,37.108
22.83503,9.664
22.840111,8.398
22.845192,14.006
22.850274,32.647
22.855355,9.619
22.860436,11.358
22.865517,35.603
22.870599,10.796
22.87568,37.051
22.880761,39.764
22.885842,38.735
22.890923,8.125
22.896005,8.638
22.901086,9.619
22.906167,13.423
22.911248,34.637
22.91633,7.657
22.921411,38.394
22.926492,12.675
22.931573,37.345
22.936654,13.07
22.941736,36.269
22.946817,11.918
22.951898,15.685
22.956979,9.023
22.962061,13.845
22.967142,35.764
22.972223,38.132
22.977304,14.18
22.982386,38.409
22.987467,36.309
22.992548,39.041
22.997629,10.413
23.00271,9.829
23.007792,9.687
23.012873,38.347
23.017954,34.456
23.023035,37.243
23.028117,39.238
23.033198,10.835
23.038279,34.804
23.04336,12.19
23.048441,36.465
23.053523,39.131
23.058604,36.934
23.063685,35.913
23.068766,32.854
23.073848,37.19
23.078929,35.488
23.08401,11.62
23.089091,12.586
23.094172,9.108
23.099254,15.06
23.104335,38.682
23.109416,39.575
23.114497,36.008
23.119579,35.764
23.12466,8.348
23.129741,8.515
23.134822,35.711
23.139904,36.349
23.144985,8.724
23.150066,8.411
23.155147,11.169
23.160228,9.71
23.16531,37.345
23.170391,10.087
23.175472,35.368
23.180553,39.227
23.185635,37.815
23.190716,8.411
23.195797,36.574
23.200878,37.023
23.205959,35.033
23.211041,33.924
23.216122,8.814
23.221203,10.721
23.226284,12.264
23.231366,12.05
23.236447,12.863
23.241528,37.647
23.246609,12.34
23.25169,30.658
23.256772,8.814
23.261853,30.658
23.266934,11.459
23.272015,38.454
23.277097,38.513
23.282178,39.418
23.287259,33.924
23.29234,9.597
23.297422,7.767
23.302503,13.299
23.307584,9.006
23.312665,39.428
23.317746,10.721
23.322828,9.449
23.327909,9.78
23.33299,10.007
23.338071,37.163
23.343153,8.876
23.348234,8.475
23.353315,11.459
23.358396,17.19
23.363477,37.394
