distancia,reflexao
2.893788,43.632
2.898882,43.631
2.903977,43.629
2.909072,43.627
2.914167,43.625
2.919261,43.623
2.924356,43.622
2.929451,43.621
2.934545,43.62
2.93964,43.618
2.944735,43.617
2.949829,43.614
2.954924,43.611
2.960019,43.608
2.965114,43.604
2.970208,43.603
2.975303,43.603
2.980398,43.601
2.985492,43.601
2.990587,43.599
2.995682,43.597
3.000776,43.595
3.005871,43.593
3.010966,43.592
3.016061,43.591
3.021155,43.589
3.02625,43.588
3.031345,43.587
3.036439,43.586
3.041534,43.584
3.046629,43.582
3.051723,43.581
3.056818,43.579
3.061913,43.578
3.067007,43.577
3.072102,43.575
3.077197,43.572
3.082292,43.569
3.087386,43.567
3.092481,43.567
3.097576,43.566
3.10267,43.566
3.107765,43.564
3.11286,43.562
3.117954,43.561
3.123049,43.558
3.128144,43.556
3.133239,43.553
3.138333,43.551
3.143428,43.549
3.148523,43.546
3.153617,43.545
3.158712,43.543
3.163807,43.542
3.168901,43.54
3.173996,43.539
3.179091,43.536
3.184185,43.533
3.18928,43.531
3.194375,43.528
3.19947,43.528
3.204564,43.527
3.209659,43.526
3.214754,43.526
3.219848,43.523
3.224943,43.521
3.230038,43.521
3.235132,43.52
3.240227,43.519
3.245322,43.518
3.250417,43.517
3.255511,43.516
3.260606,43.515
3.265701,43.513
3.270795,43.511
3.27589,43.51
3.280985,43.508
3.286079,43.507
3.291174,43.506
3.296269,43.505
3.301364,43.504
3.306458,43.502
3.311553,43.5
3.316648,43.498
3.321742,43.495
3.326837,43.493
3.331932,43.491
3.337026,43.487
3.342121,43.485
3.347216,43.482
3.35231,43.48
3.357405,43.478
3.3625,43.475
3.367595,43.474
3.372689,43.471
3.377784,43.468
3.382879,43.467
3.387973,43.463
3.393068,43.463
3.398163,43.463
3.403257,43.46
3.408352,43.459
3.413447,43.456
3.418542,43.453
3.423636,43.453
3.428731,43.451
3.433826,43.45
3.43892,43.448
3.444015,43.445
3.44911,43.443
3.454204,43.442
3.459299,43.441
3.464394,43.439
3.469489,43.438
3.474583,43.436
3.479678,43.433
3.484773,43.432
3.489867,43.43
3.494962,43.429
3.500057,43.428
3.505151,43.427
3.510246,43.425
3.515341,43.422
3.520435,43.42
3.52553,43.418
3.530625,43.416
3.53572,43.414
3.540814,43.409
3.545909,43.406
3.551004,43.404
3.556098,43.402
3.561193,43.402
3.566288,43.401
3.571382,43.399
3.576477,43.397
3.581572,43.395
3.586667,43.392
3.591761,43.389
3.596856,43.385
3.601951,43.384
3.607045,43.382
3.61214,43.38
3.617235,43.379
3.622329,43.376
3.627424,43.375
3.632519,43.373
3.637614,43.371
3.642708,43.369
3.647803,43.367
3.652898,43.365
3.657992,43.363
3.663087,43.361
3.668182,43.359
3.673276,43.359
3.678371,43.357
3.683466,43.356
3.68856,43.355
3.693655,43.354
3.69875,43.354
3.703845,43.352
3.708939,43.35
3.714034,43.346
3.719129,43.344
3.724223,43.342
3.729318,43.34
3.734413,43.339
3.739507,43.338
3.744602,43.336
3.749697,43.335
3.754792,43.334
3.759886,43.333
3.764981,43.331
3.770076,43.33
3.77517,43.328
3.780265,43.327
3.78536,43.325
3.790454,43.324
3.795549,43.323
3.800644,43.321
3.805739,43.32
3.810833,43.318
3.815928,43.316
3.821023,43.314
3.826117,43.313
3.831212,43.311
3.836307,43.308
3.841401,43.307
3.846496,43.304
3.851591,43.303
3.856685,43.301
3.86178,43.3
3.866875,43.298
3.87197,43.298
3.877064,43.296
3.882159,43.295
3.887254,43.293
3.892348,43.291
3.897443,43.288
3.902538,43.286
3.907632,43.284
3.912727,43.282
3.917822,43.28
3.922917,43.279
3.928011,43.278
3.933106,43.276
3.938201,43.275
3.943295,43.274
3.94839,43.272
3.953485,43.27
3.958579,43.269
3.963674,43.267
3.968769,43.266
3.973863,43.265
3.978958,43.265
3.984053,43.264
3.989148,43.263
3.994242,43.262
3.999337,43.261
4.004432,43.259
4.009526,43.257
4.014621,43.256
4.019716,43.254
4.02481,43.253
4.029905,43.251
4.035,43.249
4.040095,43.248
4.045189,43.246
4.050284,43.244
4.055379,43.242
4.060473,43.24
4.065568,43.237
4.070663,43.235
4.075757,43.233
4.080852,43.231
4.085947,43.229
4.091042,43.228
4.096136,43.226
4.101231,43.224
4.106326,43.222
4.11142,43.22
4.116515,43.218
4.12161,43.216
4.126704,43.215
4.131799,43.213
4.136894,43.212
4.141988,43.21
4.147083,43.209
4.152178,43.207
4.157273,43.206
4.162367,43.204
4.167462,43.202
4.172557,43.201
4.177651,43.198
4.182746,43.197
4.187841,43.194
4.192935,43.192
4.19803,43.19
4.203125,43.188
4.20822,43.186
4.213314,43.184
4.218409,43.182
4.223504,43.18
4.228598,43.179
4.233693,43.177
4.238788,43.175
4.243882,43.174
4.248977,43.172
4.254072,43.17
4.259167,43.168
4.264261,43.165
4.269356,43.162
4.274451,43.16
4.279545,43.158
4.28464,43.156
4.289735,43.154
4.294829,43.153
4.299924,43.15
4.305019,43.148
4.310113,43.147
4.315208,43.146
4.320303,43.144
4.325398,43.143
4.330492,43.141
4.335587,43.139
4.340682,43.138
4.345776,43.136
4.350871,43.134
4.355966,43.133
4.36106,43.131
4.366155,43.129
4.37125,43.127
4.376345,43.126
4.381439,43.124
4.386534,43.122
4.391629,43.121
4.396723,43.119
4.401818,43.117
4.406913,43.116
4.412007,43.114
4.417102,43.113
4.422197,43.111
4.427292,43.109
4.432386,43.107
4.437481,43.105
4.442576,43.104
4.44767,43.102
4.452765,43.101
4.45786,43.099
4.462954,43.098
4.468049,43.096
4.473144,43.094
4.478238,43.092
4.483333,43.09
4.488428,43.088
4.493523,43.085
4.498617,43.083
4.503712,43.081
4.508807,43.08
4.513901,43.079
4.518996,43.077
4.524091,43.074
4.529185,43.072
4.53428,43.07
4.539375,43.068
4.54447,43.066
4.549564,43.065
4.554659,43.063
4.559754,43.062
4.564848,43.06
4.569943,43.058
4.575038,43.056
4.580132,43.054
4.585227,43.052
4.590322,43.049
4.595417,43.047
4.600511,43.045
4.605606,43.044
4.610701,43.043
4.615795,43.041
4.62089,43.039
4.625985,43.037
4.631079,43.035
4.636174,43.034
4.641269,43.032
4.646363,43.03
4.651458,43.029
4.656553,43.026
4.661648,43.024
4.666742,43.022
4.671837,43.02
4.676932,43.019
4.682026,43.018
4.687121,43.016
4.692216,43.015
4.69731,43.014
4.702405,43.013
4.7075,43.011
4.712595,43.009
4.717689,43.008
4.722784,43.006
4.727879,43.004
4.732973,43.003
4.738068,43.001
4.743163,42.999
4.748257,42.996
4.753352,42.994
4.758447,42.992
4.763542,42.99
4.768636,42.989
4.773731,42.987
4.778826,42.986
4.78392,42.984
4.789015,42.982
4.79411,42.981
4.799204,42.979
4.804299,42.976
4.809394,42.974
4.814488,42.973
4.819583,42.971
4.824678,42.97
4.829773,42.969
4.834867,42.967
4.839962,42.965
4.845057,42.963
4.850151,42.961
4.855246,42.959
4.860341,42.957
4.865435,42.956
4.87053,42.954
4.875625,42.952
4.88072,42.951
4.885814,42.949
4.890909,42.947
4.896004,42.946
4.901098,42.944
4.906193,42.942
4.911288,42.94
4.916382,42.938
4.921477,42.937
4.926572,42.935
4.931666,42.933
4.936761,42.932
4.941856,42.931
4.946951,42.929
4.952045,42.928
4.95714,42.925
4.962235,42.924
4.967329,42.922
4.972424,42.92
4.977519,42.919
4.982613,42.917
4.987708,42.915
4.992803,42.913
4.997898,42.911
5.002992,42.909
5.008087,42.907
5.013182,42.905
5.018276,42.904
5.023371,42.903
5.028466,42.902
5.03356,42.9
5.038655,42.898
5.04375,42.896
5.048845,42.894
5.053939,42.892
5.059034,42.889
5.064129,42.888
5.069223,42.886
5.074318,42.884
5.079413,42.882
5.084507,42.88
5.089602,42.878
5.094697,42.877
5.099791,42.875
5.104886,42.874
5.109981,42.872
5.115076,42.87
5.12017,42.868
5.125265,42.866
5.13036,42.865
5.135454,42.863
5.140549,42.861
5.145644,42.859
5.150738,42.858
5.155833,42.856
5.160928,42.855
5.166023,42.853
5.171117,42.851
5.176212,42.85
5.181307,42.848
5.186401,42.846
5.191496,42.844
5.196591,42.843
5.201685,42.841
5.20678,42.84
5.211875,42.838
5.21697,42.836
5.222064,42.834
5.227159,42.832
5.232254,42.83
5.237348,42.829
5.242443,42.827
5.247538,42.824
5.252632,42.823
5.257727,42.821
5.262822,42.819
5.267916,42.818
5.273011,42.816
5.278106,42.814
5.283201,42.813
5.288295,42.811
5.29339,42.81
5.298485,42.808
5.303579,42.806
5.308674,42.804
5.313769,42.802
5.318863,42.8
5.323958,42.799
5.329053,42.797
5.334148,42.796
5.339242,42.794
5.344337,42.791
5.349432,42.789
5.354526,42.787
5.359621,42.785
5.364716,42.783
5.36981,42.78
5.374905,42.778
5.38,42.776
5.385095,42.774
5.390189,42.771
5.395284,42.77
5.400379,42.768
5.405473,42.766
5.410568,42.765
5.415663,42.764
5.420757,42.762
5.425852,42.761
5.430947,42.759
5.436041,42.757
5.441136,42.756
5.446231,42.755
5.451326,42.754
5.45642,42.753
5.461515,42.752
5.46661,42.75
5.471704,42.749
5.476799,42.747
5.481894,42.745
5.486988,42.743
5.492083,42.742
5.497178,42.741
5.502273,42.739
5.507367,42.738
5.512462,42.736
5.517557,42.734
5.522651,42.732
5.527746,42.73
5.532841,42.728
5.537935,42.726
5.54303,42.724
5.548125,42.723
5.55322,42.721
5.558314,42.719
5.563409,42.718
5.568504,42.716
5.573598,42.714
5.578693,42.712
5.583788,42.711
5.588882,42.71
5.593977,42.708
5.599072,42.707
5.604166,42.705
5.609261,42.704
5.614356,42.702
5.619451,42.7
5.624545,42.699
5.62964,42.697
5.634735,42.695
5.639829,42.693
5.644924,42.69
5.650019,42.687
5.655113,42.685
5.660208,42.683
5.665303,42.682
5.670398,42.681
5.675492,42.679
5.680587,42.678
5.685682,42.676
5.690776,42.674
5.695871,42.672
5.700966,42.67
5.70606,42.668
5.711155,42.667
5.71625,42.665
5.721344,42.662
5.726439,42.661
5.731534,42.659
5.736629,42.657
5.741723,42.655
5.746818,42.654
5.751913,42.652
5.757007,42.651
5.762102,42.649
5.767197,42.648
5.772291,42.645
5.777386,42.643
5.782481,42.642
5.787576,42.64
5.79267,42.638
5.797765,42.636
5.80286,42.634
5.807954,42.632
5.813049,42.631
5.818144,42.63
5.823238,42.629
5.828333,42.627
5.833428,42.626
5.838523,42.625
5.843617,42.624
5.848712,42.622
5.853807,42.621
5.858901,42.619
5.863996,42.616
5.869091,42.614
5.874185,42.611
5.87928,42.61
5.884375,42.608
5.889469,42.608
5.894564,42.606
5.899659,42.604
5.904754,42.602
5.909848,42.599
5.914943,42.597
5.920038,42.595
5.925132,42.593
5.930227,42.591
5.935322,42.589
5.940416,42.587
5.945511,42.585
5.950606,42.584
5.955701,42.582
5.960795,42.58
5.96589,42.578
5.970985,42.576
5.976079,42.574
5.981174,42.572
5.986269,42.57
5.991363,42.568
5.996458,42.567
6.001553,42.566
6.006648,42.564
6.011742,42.563
6.016837,42.562
6.021932,42.56
6.027026,42.559
6.032121,42.557
6.037216,42.555
6.04231,42.553
6.047405,42.551
6.0525,42.55
6.057594,42.548
6.062689,42.546
6.067784,42.544
6.072879,42.542
6.077973,42.54
6.083068,42.539
6.088163,42.538
6.093257,42.536
6.098352,42.535
6.103447,42.533
6.108541,42.531
6.113636,42.529
6.118731,42.528
6.123826,42.526
6.12892,42.525
6.134015,42.524
6.13911,42.521
6.144204,42.52
6.149299,42.517
6.154394,42.516
6.159488,42.515
6.164583,42.513
6.169678,42.512
6.174773,42.51
6.179867,42.508
6.184962,42.506
6.190057,42.504
6.195151,42.502
6.200246,42.5
6.205341,42.498
6.210435,42.497
6.21553,42.495
6.220625,42.493
6.225719,42.491
6.230814,42.489
6.235909,42.487
6.241004,42.485
6.246098,42.483
6.251193,42.48
6.256288,42.478
6.261382,42.476
6.266477,42.474
6.271572,42.473
6.276666,42.472
6.281761,42.47
6.286856,42.469
6.291951,42.467
6.297045,42.465
6.30214,42.463
6.307235,42.462
6.312329,42.461
6.317424,42.46
6.322519,42.459
6.327613,42.458
6.332708,42.456
6.337803,42.454
6.342898,42.452
6.347992,42.449
6.353087,42.448
6.358182,42.446
6.363276,42.445
6.368371,42.443
6.373466,42.441
6.37856,42.439
6.383655,42.437
6.38875,42.435
6.393844,42.433
6.398939,42.432
6.404034,42.43
6.409129,42.427
6.414223,42.425
6.419318,42.422
6.424413,42.419
6.429507,42.417
6.434602,42.415
6.439697,42.413
6.444791,42.411
6.449886,42.41
6.454981,42.408
6.460076,42.406
6.46517,42.404
6.470265,42.402
6.47536,42.399
6.480454,42.398
6.485549,42.396
6.490644,42.395
6.495738,42.394
6.500833,42.392
6.505928,42.391
6.511023,42.389
6.516117,42.387
6.521212,42.385
6.526307,42.384
6.531401,42.382
6.536496,42.38
6.541591,42.379
6.546685,42.377
6.55178,42.374
6.556875,42.372
6.561969,42.371
6.567064,42.369
6.572159,42.368
6.577254,42.366
6.582348,42.365
6.587443,42.363
6.592538,42.361
6.597632,42.359
6.602727,42.358
6.607822,42.357
6.612916,42.355
6.618011,42.353
6.623106,42.351
6.628201,42.349
6.633295,42.347
6.63839,42.345
6.643485,42.343
6.648579,42.341
6.653674,42.339
6.658769,42.337
6.663863,42.336
6.668958,42.335
6.674053,42.333
6.679147,42.332
6.684242,42.331
6.689337,42.329
6.694432,42.327
6.699526,42.325
6.704621,42.323
6.709716,42.322
6.71481,42.321
6.719905,42.319
6.725,42.317
6.730094,42.315
6.735189,42.314
6.740284,42.312
6.745379,42.31
6.750473,42.307
6.755568,42.305
6.760663,42.303
6.765757,42.301
6.770852,42.3
6.775947,42.299
6.781041,42.299
6.786136,42.297
6.791231,42.296
6.796326,42.294
6.80142,42.293
6.806515,42.291
6.81161,42.29
6.816704,42.288
6.821799,42.286
6.826894,42.285
6.831988,42.283
6.837083,42.281
6.842178,42.279
6.847272,42.278
6.852367,42.276
6.857462,42.275
6.862557,42.274
6.867651,42.272
6.872746,42.27
6.877841,42.267
6.882935,42.265
6.88803,42.263
6.893125,42.261
6.898219,42.26
6.903314,42.259
6.908409,42.257
6.913504,42.256
6.918598,42.254
6.923693,42.252
6.928788,42.249
6.933882,42.247
6.938977,42.246
6.944072,42.244
6.949166,42.243
6.954261,42.241
6.959356,42.239
6.964451,42.237
6.969545,42.236
6.97464,42.234
6.979735,42.232
6.984829,42.231
6.989924,42.228
6.995019,42.226
7.000113,42.224
7.005208,42.221
7.010303,42.219
7.015397,42.217
7.020492,42.215
7.025587,42.213
7.030682,42.211
7.035776,42.209
7.040871,42.208
7.045966,42.207
7.05106,42.205
7.056155,42.204
7.06125,42.202
7.066344,42.2
7.071439,42.198
7.076534,42.195
7.081629,42.193
7.086723,42.191
7.091818,42.189
7.096913,42.188
7.102007,42.187
7.107102,42.185
7.112197,42.183
7.117291,42.182
7.122386,42.179
7.127481,42.177
7.132576,42.176
7.13767,42.175
7.142765,42.173
7.14786,42.172
7.152954,42.171
7.158049,42.169
7.163144,42.167
7.168238,42.166
7.173333,42.164
7.178428,42.162
7.183522,42.16
7.188617,42.158
7.193712,42.157
7.198807,42.155
7.203901,42.153
7.208996,42.15
7.214091,42.148
7.219185,42.147
7.22428,42.145
7.229375,42.145
7.234469,42.144
7.239564,42.142
7.244659,42.14
7.249754,42.138
7.254848,42.137
7.259943,42.135
7.265038,42.133
7.270132,42.131
7.275227,42.128
7.280322,42.126
7.285416,42.124
7.290511,42.122
7.295606,42.121
7.300701,42.119
7.305795,42.118
7.31089,42.116
7.315985,42.115
7.321079,42.113
7.326174,42.112
7.331269,42.11
7.336363,42.108
7.341458,42.106
7.346553,42.104
7.351647,42.102
7.356742,42.1
7.361837,42.099
7.366932,42.096
7.372026,42.094
7.377121,42.092
7.382216,42.09
7.38731,42.088
7.392405,42.086
7.3975,42.084
7.402594,42.082
7.407689,42.081
7.412784,42.08
7.417879,42.078
7.422973,42.076
7.428068,42.075
7.433163,42.073
7.438257,42.071
7.443352,42.07
7.448447,42.068
7.453541,42.066
7.458636,42.064
7.463731,42.062
7.468825,42.06
7.47392,42.058
7.479015,42.056
7.48411,42.054
7.489204,42.051
7.494299,42.049
7.499394,42.048
7.504488,42.046
7.509583,42.044
7.514678,42.042
7.519772,42.04
7.524867,42.038
7.529962,42.036
7.535057,42.034
7.540151,42.033
7.545246,42.031
7.550341,42.03
7.555435,42.028
7.56053,42.026
7.565625,42.024
7.570719,42.023
7.575814,42.021
7.580909,42.02
7.586004,42.019
7.591098,42.017
7.596193,42.015
7.601288,42.013
7.606382,42.012
7.611477,42.011
7.616572,42.01
7.621666,42.008
7.626761,42.006
7.631856,42.005
7.63695,42.004
7.642045,42.003
7.64714,42.002
7.652235,42.0
7.657329,41.998
7.662424,41.996
7.667519,41.995
7.672613,41.993
7.677708,41.991
7.682803,41.988
7.687897,41.986
7.692992,41.984
7.698087,41.982
7.703182,41.981
7.708276,41.98
7.713371,41.978
7.718466,41.976
7.72356,41.975
7.728655,41.973
7.73375,41.971
7.738844,41.969
7.743939,41.967
7.749034,41.966
7.754129,41.964
7.759223,41.962
7.764318,41.96
7.769413,41.958
7.774507,41.956
7.779602,41.955
7.784697,41.953
7.789791,41.952
7.794886,41.951
7.799981,41.949
7.805075,41.948
7.81017,41.946
7.815265,41.944
7.82036,41.943
7.825454,41.94
7.830549,41.938
7.835644,41.936
7.840738,41.933
7.845833,41.931
7.850928,41.929
7.856022,41.927
7.861117,41.925
7.866212,41.922
7.871307,41.921
7.876401,41.92
7.881496,41.918
7.886591,41.917
7.891685,41.915
7.89678,41.913
7.901875,41.911
7.906969,41.909
7.912064,41.908
